"","observed","location_details","county","state","season","title","latitude","longitude","date","number","classification","geohash","temperature_high","temperature_mid","temperature_low","dew_point","humidity","cloud_cover","moon_phase","precip_intensity","precip_probability","precip_type","pressure","summary","conditions","uv_index","visibility","wind_bearing","wind_speed","word_count_of_observed"
"1285","I and my cousin were walking down Harris River from the Harris River camp ground. We were walking about 30 to 45 minutes when my cousin thought he saw something standing in front of us about 100 feet or so away. When he asked me if I could see what it was, I told him I couldn't see because I didn't have any contacts on or glasses. So he told me it was just a stump so I was like ok.. Then we went over to where we thought the thing was and in the sand about an inch deep there was a footprint like a man's. In shoe size it looked like it might have been like a size 13 or 15, There were 3 foot prints and about a minute later we ran for about ten minutes and we started walking and then we got to the road, about a mile away from the picnic area, where we were having a Mother's Day picnic  We started to race each other to the picnic area where our family members were. Then we told them about it and we just kept it to ourselves for some odd reason.","From Klawock drive southeast on the Klawock -Hollis Road to the Harris River campground, approximately 4 miles west of Hollis.","Prince of Wales County","Alaska","Spring","Report 8797: Two boys find footprints on Harris River bank",55.4555,-132.7333,"5/13/2001",8797,"Class B","c1ce7x6e9y",49.8,44.5,41.2,37.4,76.5,94.2,0.7,0.281,100,"['rain']",1007.5,"Cloudy skies throughout the day with a chance of rain throughout the day.","Rain, Overcast",NA,9.3,138.3,22.3,198
"1286","This past spring at approximately mile 106 Richardson Hwy, traveling to Princess Hotel for breakfast on a Sunday morning, about 1/4 before the right turn to Princess Hotel a very Large 2 legged CRITTER ran across the road in front of me and my wife. In 3 steps on a dead run was into the ditch and into the timber. Wish the snow would have been on the ground, but ditches weren't mowed yet.  No visible tracks just brush pushed down. Never seen anything afterwards till late summer in August, watching TV late evening I started hearing noises and thought my surround sound was on, muted the tv, randomly heard it, sounds like a wood knock, and frequently I went outside and it was coming from behind the house. I live at mile 109 Richardson, and no neighbors in that direction for quite aways.  It kinda freaked me after. I knew what it was but after that I haven't heard anything since.  I always carry a sidearm when cutting firewood or just out riding. I truly believe we have a Bigfoot in our area","[Investigator (MM) notes: Richardson Highway north of Copper Center.  Crossing point is just north of guardrails for where Yetna Creek passes under the highway. GPS coordinates: 61.968017, -145.342695","Valdez-Chitina-Whittier County","Alaska","Spring","Report 75309: Daylight road crossing sighting of a Sasquatch 65mi NE of Valdez",61.96802,-145.3427,"5/15/2022",75309,"Class A","bg08s8utvs",48.5,41.9,35,27,56,68.1,0.5,0,0,"['rain', 'snow']",1008.6,"Partly cloudy throughout the day.","Partially cloudy",8,9.9,354,9.8,184
"1287","Foot print found 12-4-13. Wife had sighting 2 months before we found tracks today. Bigfoot has been in this area and active for the last few months.","The community is Rabbittown, it is halfway between Haleyville and Double Springs near the Bankhead National Forest","Winston County","Alabama","Winter",NA,NA,NA,NA,43120,"Class A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"1288","I had took the kids to Yell county Ark, to a horse Swap N Shop, We left at 8:00pm on hwy 27 North, Decided to head to Spring Lake. Used to take my kids there when they where young. It was 7miles west of Hwy 27.Had drove about 3miles on pavement and it turned to dirt. Hadnt been on the dirt road a mile or less and looked up the road and caught a black upright something on the edge of the road heading into the bushes.I know what I saw,but Im still in disbelief and feel strange telling anyone ,but I know what I saw. I wish I would have stopped and thought to check for foot prints, but It really spooked me and the kids after I told them.","Take Hwy 27 SW from Dardenelle 9 miles Right or West on Arkansas 307  3miles (paved) to Forest Service Rd 1602 (gravel)","Yell County","Arkansas","Summer","Report 24276: Possible sighting of an upright creature crossing the road at dusk by a woman driving to Spring Lake",35.15193,-93.42848,"7/26/2008",24276,"Class B","9yjxczpqyd",97.8,86.3,75.7,72.7,66.8,9.9,0.8,0,0,NA,1014.8,"Clear conditions throughout the day.","Clear",NA,8.5,294.4,9.7,131
"1289","I was in Page Springs Arizona on Oak Creek in July 2005 with my kids, camping, and my daughter and I saw something. I saw it twice. Also, a friend of mine and myself had some bad feelings in a particular area there. He was camping further down the creek. What I saw was odd. It was grey, 4'-5' tall, slender, fast moving, able to hide, and made a screeching noise twice, once when I think it hit something while moving and again, far away when tons of dogs were barking. Could hear stones clicking, walking and breathing nearby after I went into my tent for the night. Our peaceful camping trip turned into us being frightened.","Lo Lo Mai Springs Campground","Yavapai County","Arizona","Summer","Report 12266: Camping family glimpses a grey animal twice in three days",34.7706,-111.8907,"7/6/2005",12266,"Class B","9w0mvcg9mt",89.4,71.8,50.3,20,15.9,1.1,0,0,0,NA,1012.3,"Clear conditions throughout the day.","Clear",NA,9.9,216.5,19.7,117
"1290","i had just finished putting my children and wife to bed and had just stepped out the front door of my house to smoke a cigarette and put the cat out when i heard this very low but loud 'whooing' sound coming from the direction of the river bottoms. Hearing the sounds i distinctively remember from the sound recordings and this one was similar to the low, far away moan type sounds on the recording. To even hear the sound in real life made the hair on back of my neck stand up straight.  The sound only continued for about another minute and as soon as it silenced, all the dogs in the neighborhood, even coyotes in the distance, all at once began to bark and howl. I decided to stay inside that night and the next morning went to the tree line on top of the river to see or hear anything else, but nothing more than.","down from my house down a hill lies trees along side a large river that stretches along the towns.","Yavapai County","Arizona","Winter","Report 13773: Possible vocalization along the Verde River, near Dead Horse Ranch State Park",34.7,-112.05,"1/15/2006",13773,"Class B","9w0m6hzwju",44.9,37.7,26.7,20.4,52.1,37.2,0.55,0.002,100,"['rain', 'snow']",1010.4,"Partly cloudy throughout the day with late afternoon rain or snow.","Snow, Rain, Partially cloudy",NA,9.6,234,19.2,158
"1291","I had a Sasquatch hiding in the bushes in a swamp behind my home from me stalking two Deer, it was less than 20 feet from me...it had an arm 4 Feet long with jet black hair hanging down 3 or 4 inches...I turned To make sure my back door was closed, I turned back and it was gone...We've been hearing whoops and wood knock type sounds all summer.",NA,"New London County","Connecticut","Summer","Report 55771: Possible close encounter behind a home near Old Mystic village",41.38695,-71.95564,"10/14/2016",55771,"Class B","drkg6w782n",62.4,52.3,44.2,38.8,62.5,0,0.45,0,0,NA,1025.2,"Clear conditions throughout the day.","Clear",NA,9.9,348.8,15.1,69
"1292","Griswold CT off 201 trail 2 to Mt Misery.. bigfoot crossed in front of us .. 2 people on the road .. thought it was a deer coming through woods .. but no .. it was a upright creature running .. passed over gravel rd trail.. we were in a full size Kia sorento.. it was at least 4ft higher than the suv.. this was in 2019 early oct around 430pm.. this thing was huge.. and quick.. It was dark brown .. tall and very wide from the side.. 2 legs definitely..made a very big ruckus coming through woods..",NA,"New London County","Connecticut","Fall","Report 69612: Close-range, multi-witness motorist sighting of a Bigfoot in Pachaug State Forest near Griswold",41.59272,-71.90106,"10/15/2019",69612,"Class A","drkuegeppu",62.8,52.7,42.9,40.5,66.4,1.5,0.56,0,0,NA,1019.5,"Clear conditions throughout the day.","Clear",6,9.6,326.2,9.5,99
"1293","I was driving, I just crossed  river  about  200 yards back when in front of me it crossed  the highway. It was on all fours,  trying to look  different. It took about 4 to 5 seconds  to cross the  highway. It was dark, red long hair.","I was headed east on Highway 90 just came off river bridge","Washington County","Florida","Fall","Report 42885: Possible daytime highway crossing on US-90 outside Caryville",30.46805,-85.4937,"10/15/2003",42885,"Class B","dj7jqd93k2",77.1,67.1,57.3,49.7,56.3,7.6,0.68,NA,0,NA,1017.7,"Clear conditions throughout the day.","Clear",NA,8.8,15.8,17.9,46
"1294","Witness was sitting in tree stand hunting. Noticed creature walking at high speeds, not necessarily running but covering lots of distance in a short time. There was a pugnent odor kind of like that of the zoo where elephants or large animals stay. The way he walked was bipedled, hunched with human sillouete. Coned head with wide shoulders and no visible waist line. Height: 8-9 feet Weight: 4-600 lbs. Hair Color: Black","Three Lakes Management Area","Osceola County","Florida","Winter","Report 736: while sitting on a tree stand hunter observed bi-pedal creature walking at high speeds.",27.99245,-81.19445,"1/2/1999",736,"Class A","dhyr0ru5b4",78.4,72.2,63.3,65,78.6,73.5,0.52,0.03,100,"['rain']",1015.3,"Partly cloudy throughout the day with morning rain.","Rain, Partially cloudy",NA,8.5,146.8,17,72
"1295","The witness was driving to Cocoa around 11 am. He pulled over to relieve himself and found the tracks. The tracks were backed up to a large gate approx. 4.5 feet tall. It appeared to look as if the creature walked across Nova Rd. from west to east, stepped over the gate and continued east into a wooded tree line. There were 6 tracks in all covering about 30 feet of ground. After that the ground slooped down into a gully with weeds and water, then back up into the trees. The witness took 2 photos of the tracks. The tracks measured approx. 13 inches long by 8 1/2 inches wide.","The prints were found on the east side of Nova Rd. just south of a small bridge, 1 1/2 miles south of SR 520.","Osceola County","Florida","Spring","Report 731: Motorist found six thirteen by eight and a half inch tracks near a small bridge that led to a large gate.",28.3609,-80.93504,"3/13/1999",731,"Class A","djn3q6byhy",77.4,68.2,57.5,59,73,53.6,0.87,0,0,NA,1015.6,"Partly cloudy throughout the day.","Partially cloudy",NA,8.4,115.9,15.7,111
"1296","Well, on May 21st 1999 I was out in the woods in St. Cloud Florida armadillo hunting with a few friends. My good friend and I wandered off by ourselves and were exploring. As we were walking through the woods we saw what seemed to be a large extremly hairy creature. It stood about 7 1/2 feet tall and must have weighed about 350-400 pounds. It walked slowly with its arms hanging low and a hunched over back. My friend and I stood in amazement the creature slowly turned and stared at us for approx. 4 seconds, then turned back in its original direction and contiuned walking until it was out of sight. My friend and I quickly ran away and found the others and told them about our sighting...most did not believe us.","St. Cloud Florida in the woods out by Holopaw. (in the middle of no where)","Osceola County","Florida","Spring","Report 734: creature seen in the woods.",28.1382,-81.0621,"5/21/1999",734,"Class A","djn256kkuh",84,77.1,70.7,67,71.9,55.9,0.21,0.005,100,"['rain']",1019.3,"Partly cloudy throughout the day with afternoon rain.","Rain, Partially cloudy",NA,8.5,91.8,14.2,134
"1297","I was watching one your tv shows and the way Bobo cried out was almost the same sound I heard.","wildlife area","Osceola County","Florida","Winter","Report 42134: Seasoned hunter hears unknown screams from his stand near Holopaw",28.12565,-81.02086,"11/18/2012",42134,"Class B","djn2h247v1",72.4,66.4,60.6,60.2,81.3,55.9,0.16,0,0,NA,1020.4,"Partly cloudy throughout the day.","Partially cloudy",NA,9.5,348.9,20,20
"1298","I saw a large two legged figure walk left to right across the road and a car was headed in its direction.  It doubled back and jumped a fence that was there.  I sped to where it was and there was a field it would have had to cross but nothing was there.  Amazing to see but none of my friends believe.","Call me I'll tell you everything","Osceola County","Florida","Winter","Report 39338: Possible daylight sighting while riding a dirt bike outside Poinciana",28.11468,-81.35342,"1/22/2013",39338,"Class B","dhypuy05zu",65.3,59.1,50.6,42.4,55.6,47.7,0.35,0,0,NA,1022.4,"Partly cloudy throughout the day.","Partially cloudy",NA,9.9,7.6,15.6,62
"1299","We were gonna go camping in the woods. It was a wooded area with a canal along one side that had a dirt pile next to it from digging out the canal. The dirt was high and very steep, almost straight upward. We were setting up the tents and I looked out into the open field that was about 100 yards away and saw a very tall, I'm not sure what to call it, thing running across the field. It stopped for about 30 secs and looked toward us and then ran straight up the dirt pile very fast to the top, stopped and looked again and ran away. This thing had no problem at all running up it. It was very tall, had long arms about to its knees. Had long brown hair all over it. It actually was very man-like but definitely not human I don't believe.","It was around where the turnpike meets PGA Blvd","Palm Beach County","Florida","Summer","Report 45551: Recollection of setting up camp and observing a tall bi-pedal animal running near Palm Beach Gardens",26.83656,-80.18501,"7/19/1974",45551,"Class B","dhybxm7n3c",89,84,78.2,71.3,67.5,55.9,0,NA,0,NA,1021.5,"Partly cloudy throughout the day.","Partially cloudy",NA,10.7,103.8,12.8,149
"1300","We were in an open field when we heard the creature first. It made sort of a howling/growling type of noise.We went towards the tree line where the sound came from. It was crouched down slightly and then stood up as we got close.It was about 8 feet tall. It then ran off, extremely fast, towards the swamp. We were all armed, but decided it would not be a good idea to follow it into the swamp. When we reached the spot  it was at, we noticed it had shreaded the bark off the tree it was behind.","north central pasco county near crews lake.approx. 10 miles south of Pasco/Hernando   county line. West of Hwy 41, north of SR 52.","Pasco County","Florida","Summer","Report 737: creature seen in an open field by witness.",28.3836,-82.6053,"6/15/1984",737,"Class A","djj32r0dky",87.7,78.4,71.2,70.2,77.2,56.9,0.57,0.007,100,"['rain']",1018.8,"Becoming cloudy in the afternoon with afternoon rain.","Rain, Partially cloudy",NA,9.4,104.7,10,98
"1301","I've definitely seen one. Ran across the road. We all witnessed after I said what the heck is that and pointed at it.","Saddlewood neighborhood In the very back edging the well fields.","Pasco County","Florida","Winter","Report 42293: Possible nighttime sighting while standing with friends outside a rural home near Wesley Chapel",28.29324,-82.35606,"12/24/2010",42293,"Class B","djj2vywhhd",66.4,47.4,30.2,36.3,69.9,0,0.62,0,0,NA,1021.1,"Clear conditions throughout the day.","Clear",NA,9,44.2,10.5,23
"1302","Around 2 or 3 am I was woken by a sound that I can only describe as a mixture of a whooping, screaming, howl. I have heard coyotes and bobcats and this was not anything like that. (In fact I did hear coyotes howling and yipping later in the evening) I patted my son on the leg and he responded in a whisper that he was awake and he heard it too; we laid there for several minutes and then we heard a whistling noise moving through the swamp around the perimeter of our camp. It was not like a bird it was almost like a human whistling a tune but much louder. The whistling lasted for several minutes. It was long drawn out whistles not just 2 or 3 seconds and then a pause. Another hour or so later I woke up again just in time to see a silhouette pass by the backside of the tent.","Along the Florida National Scenic Trail in the West Tract of SWFMD's Green Swamp Wilderness Preserve. At a spot between a fork with a sign pointing to the Boy Scout Bigfoot Wilderness Camp and the Compressco Camp.","Pasco County","Florida","Winter","Report 32308: Possible nighttime encounter experienced by campers in the West Tract of the Green Swamp Preserve",28.36168,-82.11937,"12/12/2011",32308,"Class B","djj97746zb",76.2,67.9,63.9,64.1,88.1,79.4,0.57,0,0,NA,1023.2,"Partly cloudy throughout the day.","Partially cloudy",NA,8.9,39.8,15.7,158
"1303","loud noise, like a large stick being banged against fairly large tree trunk approximately 20 to 30 yards off trail I as on. Tracks found in area several weeks later.","Private property on north side of road, between orange grove and reisdences. It's very rural and swampy. Don't know who owns property.","Polk County","Florida","Summer","Report 1608: Noise, like wood being banged against tree. Tracks found",28.021,-81.8642,"7/15/1980",1608,"Class B","dhvz3jh61u",90.7,82,77.4,75.7,81.6,80.3,0.11,0.522,100,"['rain']",1016,"Partly cloudy throughout the day with a chance of rain throughout the day.","Rain, Partially cloudy",NA,5.5,283.8,12.8,30
"1304","I saw something, but I am unsure.  it was near the large park in bartow where they play baseball etc. We were on the top of the hill fishing and the others were checking the lines. There was something in the water staring at me very dark colored black looked hairy. I was in a trance and couldn't move. It was stuck out of the water at least chest high not sure what it was. When the others came back I started telling them. I started to point to show them where I saw it and it was gone. I had sat there and stared at it even closing my eyes and then looking  again or averting my eyes and then looking it kept staring. Then it when the others showed up it disappeared.","Go down 60 back toward mulberry over on the right hand side large car dealer ship there is a ball park down the road a bit. First set of ponds by the park.","Polk County","Florida","Spring","Report 15310: Possible daylight sighting by fisherman near Bartow",27.8565,-81.8995,"5/1/1995",15310,"Class B","dhvy2r4eg7",88.7,76.5,65.9,67.4,76.2,22.9,0.06,0,0,NA,1012,"Partly cloudy throughout the day.","Partially cloudy",NA,12.3,213.3,10.3,134
"1305","I went to a hunting spot to see what was happening, just around the time the sun was getting low. I arrived at a spot that i knew had a persimmon tree to see if i could see any deer in the area, about 15 minutes after arriving i noticed an animal standing up and getting persimmons and going back to the ground about 75 yards away, i thought this was a bear. I watched it for about 20 minutes and was getting ready to leave because it was starting to get dark. Just as i was getting ready to stand up and leave this animal did just that, stood up and left. I watched it get up on two legs and walk away, i observed this for at least 40 yards and it disappeared into the thick growth.","Exact directions omitted.","Polk County","Florida","Fall",NA,NA,NA,NA,25129,"Class A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139
"1306","While bicycling on the Van Fleet trail on the North End, I saw 2 ""humans"" cross the trail about 200 yards ahead of me. They were both dark brown color from head to toe. The 1st was tall and quite big, well over 6 feet. The second was smaller and much lighter. Long arms and large head. They walked onto the tar trail, paused briefly to look at me coming, then ran off the trail. When I got to the spot they crossed, there was no trail to hike or run on and a very steep bank on the side they left on. It didn't take long to get to the spot, but they had completely gone out of sight. This trail goes through the Green Swamp, so there is not much around the area except swamp. It looked so much like Bigfoots, that I figured it must be a hoax.","1 mile south of the Lake County line (power line)","Polk County","Florida","Summer","Report 41309: Possible daylight sighting by a bicyclist on the General James A. Van Fleet State Trail",28.525,-81.95499,"4/29/2013",41309,"Class B","djjdr0f4nm",83.7,74.8,66.7,62.8,68.6,44.9,0.64,0,0,NA,1015.9,"Partly cloudy throughout the day.","Partially cloudy",NA,9.9,186.1,9.1,151
"1307","While driving home one evening approx. 2100, while passing near Tiger Creek, I witnessed something standing on the side of the road.  I was tall approx. 7 to 8 feet, it was standing in front of a road sign as a reference, initially I believed it was a bear on its hind legs, however as I got closer it turned and walked towards the woods.  The Creature was dark in color covered in hair and walked upright.  It turned away as the headlights from my truck hit it, the creature walked into an area that was heavily wooded with dense underbrush.  The creature did not seem to be bothered or concerned with the automobile.","Boat landing Rd. and walk-in-the-water Rd.,east of Lake Wales.  I would not like to list the exact location as I do not want people out to harm or harass the creature.","Polk County","Florida","Spring",NA,NA,NA,NA,49777,"Class A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114
"1308","We were driving back from Creasant Beach that night. It was a foggy night around 2am. My friend was driving when he had to swerve to miss this thing standing in the lane we were in. It was standing about 3 feet in the road on the west bound lane. My friend was so scared he would not go back. We got a good look at it. It looked about 6'6"" to 7' tall, long arms, very hairy, resembled a man more then an animal. It had on dirty torn clothes, and around 270 or more pounds. The thing looked like it could pick up the car. The face looked like a male,standing relaxed with shoulders dropped. It looked savage looking like a cave man type face. My buddy was scared and wouldn't turn around, I was kind of scared but wanted to see it again but he was driving his car and wouldn't stop. We were driving through a place called Putnam Hall on SR100 west bound. 2-10 miles past church.","We were driving through a place called Putnam Hall on SR100 west bound. 2-10 miles past church.","Putnam County","Florida","Summer","Report 1021: Large Creature standing in road",29.7351,-81.96195,"7/15/1971",1021,"Class A","djm9nvj5s0",97.1,83.7,73.1,74.2,76.5,56.3,0.75,NA,0,NA,1013.6,"Partly cloudy throughout the day.","Partially cloudy",NA,5.1,249.7,15,172
"1309","Walked out the door with phone in hand. Stood on front porch and sat down on porch step. Looked toward east side of property near chicken coop. I caught a quick glimpse of a tall hairy figure standing in woods and then running. Figure was taller that 6 foot. After it ran off I heard knocking in the woods. Prior to this my dad walked toward the coop and something growled at him. He ran back in and got his gun and it ran away.","Property is surrounded by woods with house nearby on all sides. Houses are separated by woods. Large lake nearby with swamp areas. Large Geogia Pacific Paper mill and tree growing farm half mile east of property.","Putnam County","Florida","Fall","Report 24893: Possible sightings and strange incidents experienced by family at their rural home east of Gainesville",29.56871,-82.05391,"10/10/2008",24893,"Class B","djm8hyf4jr",84.1,73.8,66.6,67.5,82.3,70.6,0.37,0.018,100,"['rain']",1014,"Partly cloudy throughout the day with rain.","Rain, Partially cloudy",NA,7.6,24.9,9,85
"1310","While driving through the Ocala National Forest in Fl on Highway 19 a couple of years ago, I look from my car window to the right and saw what I believe was a big foot looking back at me.  It was in a cleared area that had probably been controlled burned at some point, so I clearly could see a figure covered with dark brown fur from head to toe.  It stood about seven feet tall and had the shape of a man, not a monkey.  It was broad in the shoulders and narrower at the waist.  It gazed at me half behind a tree, not shy or fearful, but as if it was in its own element and it was noticing me driving by on the highway.  It moved behind the tree out of my sight as I drove by.  There is never much traffic on this road thru the forest. I never saw it again on any trips.",NA,"Putnam County","Florida","Spring","Report 35529: Daytime sighting by a motorist on FL-19 in the Ocala National Forest",29.49577,-81.74579,"6/7/2010",35529,"Class A","djjzgcd934",89.8,82.6,76.8,75.1,79,39.7,0.85,0.115,100,"['rain']",1013.3,"Partly cloudy throughout the day with rain.","Rain, Partially cloudy",NA,9.4,295.1,13.1,160
"1311","This is just a report from a native that said he saw a hairy person about 6 to 7 feet tall, all hairy, casually walking across the dirt road by Skilak Lake. It looked at him and stopped on the road and appeared surprised. Then it took off into the woods swiftly. He said it was very agile and quick. He was about 275 to 300 yards away. There was no snow on the ground yet. He said they looked at each other for a bit and he loaded his single shot shotgun cause he didn't know if it was friendly or not. He was going to run and tell the authorities but he didn't saying that they wouldn't believe him. He was very serious as he was telling the story. I know the man, he is a strong Christian. That was probably about late October or early November. This place is near Sterling, Alaska. The location is full of spruce forest. I've been in there, it's secluded from the main highway and full of forest and lakes and mountains.","Skilak Lake Road by Skilak Lake Road in Kenai Peninsula off of the main highway back in the woods.","Kenai-Cook Inlet County","Alaska","Fall",NA,NA,NA,NA,1259,"Class B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180
"1312","Something that I would not believe unless I saw it just stepped up about 30 feet in front of me stared at me kind of grunted and walked into the woods real quietly . I did have a rifle and a handgun on me because I was out hunting but for some reason I DIDN'T FEEL THREATENED. Although I did turn around and headed back to my car often glancing over my shoulder . I did hear some cracking branches on several occasions and I heard a few low to high tones coming from the direction that the really tall at least 6 feet and shaggy dark brown thing went and what made me walk a little faster was that some of those sounds were answered from the other side of the road .other than that no further sighting and or hearing took place the year","This incident occurred back in 1964, and I have not been able to put it out of my mind. It occurred on a small dirt road which was about 35 miles south of Fairbanks AK. This dirt road was directly off the RICHARDSON HIGHWAY. Heading south you take a left off the highway and this road led to an old camp near a small pond which was about two miles in.","Fairbanks County","Alaska","Fall",NA,NA,NA,NA,1256,"Class A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146
"1313","I was on the side of a hill with three bench flats. I was on the middle flat in my tree climber.   I was hunting by myself and heard two knocks on a tree to the west about almost to the hill top.  After about 45 seconds I heard another knock on a tree low, behind me.  I did not see anything or hear anything else.  I reported this before but called the tree knocks Bonks.   Also while hunting near Kimbrough, AL I heard one tree knock again. This was about 15:30 or 16:00 while I was in my tree climber.","During Deer season and in a tree climber.","Wilcox County","Alabama","Winter","Report 17035: Wood knocks heard by hunter outside Camden",31.99,-87.29,"8/6/2007",17035,"Class B","dj9vvxt778",97.3,86,75,72.8,67.7,5,0.78,0,0,NA,1015,"Clear conditions throughout the day.","Clear",NA,8.4,252.3,8.6,101
"1314","I stopped my car to go to the bathroom because I had to go bad and in the woods next to the road there was a horrible hairy man-like creature. It walked toward me and snorted. I was so scared. It had what looked like a small limb or something in its hand. It came up to three feet of me, grunted and walked off. I ran back to the car and got away. I saw it standing in my rear view mirror as I drove away. It was at the edge of the road. I think this monster is dangerous.","Washington County, on Alabama Highway 56, between Chatom and Wagarville. At the top of the hill about two miles west of Wagarville.","Washington County","Alabama","Winter","Report 961: Motorist confronted by hairy, man-like creature on roadside",31.4515,-88.08305,"1/6/1997",961,"Class A","dj96gtefk0",0,NA,0,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101
"1315","Not a good writer, but what happened to me and a friend  - we were walking down an old pulpwood road with his german shepherd  and got a strong smell like a goat and stopped my friend. I walked ahead about 20 ft and said it might be a big rattle snake, about that time I heard leaves rustling and it got louder and a tree about 6 inches around shook back and forth about 2 feet each way and I heard the leaves moving like something was running away. I pulled some branches back and there it was, about 20 feet running away on 2 legs at a very fast pace. It was about 8 feet tall and I could see its muscles in its legs moving and the whitish skin under the 3 inch black hair. Long arms no neck as plain as day. My friend never saw it and didn't believe me. But it changed my life. Would like for someone to call me. Two weeks later in the dentist was an outdoors magazine with the Patterson film in it.","We were right behind a large reservoir that held water for Russell Mills","Tallapoosa County","Alabama","Summer","Report 44487: Memory told of a close dalylight observation outside Alexander City",32.91874,-85.9793,"3/30/2014",44487,"Class A","djfg72xv91",71,55.9,44.1,32.8,47.7,5.1,0,0,0,NA,NA,"Clear conditions throughout the day.","Clear",10,9.9,328.3,13.8,183
"1316","I was coming home from work, turning off a major 4 lane hiway.  After aproximately 1/4 mile, near a new subdivision, I saw something moving very fast, as it ran across the hiway in front of my car. It appeared to be 8 to 10 feet tall, with reddish-brown looking hair. It didn't look at me, but I noticed long hair from its arms, legs and also shoulders. It moved across the road, it appeared, in 4 to 5 strides running.","Shelby Co. Road 43 north, off State Hwy 280. After approximately 1/4 mile, there is a man made lake on right, with houses on left and up behind lake.","Shelby County","Alabama","Winter","Report 8171: Nighttime Sighting on County Road",33.3674,-86.64066,"5/9/2004",8171,"Class A","djfmu6q5nq",88.5,75.7,61.4,59.5,61.1,19,0.67,0.003,100,"['rain']",1019.5,"Clear conditions throughout the day with afternoon rain.","Rain",NA,9.2,85.8,6.4,81
"1317","My brother-in-law and myself were walking along a creekbank in rural St.Clair Co. Alabama and we stumbled upon a print that we weren't sure what it was. It looked like a human foot.The print was about a size 9 or 10 in shoe sizes but only about 3 1/2"" wide and was approx. 2-3 deep in the dirt. I tried to replicate the depth with my foot but I had to stomp in the dirt with the heel of my boot to replicate the depth of the print. The print was not a bear or any other wildlife that we have seen in the woods as we are avid hunters. There were 2 prints,1 looked like it was walking out of the creek and stepped up on the bank with just the ball of its foot, then the track beside it was a full print as decribed before.",NA,"St. Clair County","Alabama","Winter","Report 10501: Hikers find footprints near Pell City.",33.6332,-86.2952,"2/5/2005",10501,"Class B","djfxk69z84",63.8,46,31.2,32.3,63.9,0,0.89,0,0,NA,1027.4,"Clear conditions throughout the day.","Clear",NA,9.2,90.5,7.6,148
"1318","We were riding along cherokee road in Prescot, a comunity near Moody Al.when rounding a curve we saw what looked like an ape man but humanlike exept for the hair,which was all matted and black.it was about 7ft tall and had long arms my wife and I turned around but it was gone.","there is a boys home about a half a mile on the right from were we saw this creature.","St. Clair County","Alabama","Summer","Report 22539: Roadside Sighting near Moody",33.59,-86.5,"7/18/2007",22539,"Class A","djfrpduegv",87.4,79,72.3,69.3,73.6,35.9,0.14,0,0,NA,1019,"Partly cloudy throughout the day.","Partially cloudy",NA,9.4,264.3,8.9,53
"1319","My husband, myself and my husbands friend were walking on a narrow trail to Salt Creek Falls near Talladega National Forest. I stopped on the trail when I smelled a foul smell. We did not see or hear anything at this time. We walked down to the falls the water was very low so we walked out onto the large rocks to sit, we sat talking for about 30 min. I heard a sound like trees moving then I heard nothing else so we were on our way out when we saw a very large footprint in the sandy creek bank. It was approx. 18 inches long and about 7 inches wide it had very pronounced toe prints.","Salt creek falls close to Cheaha State Park","Talladega County","Alabama","Summer","Report 1419: Large footprint found in a sandy creek bank near Talladega National Forest",33.48665,-85.8175,"7/15/2000",1419,"Class B","djfyx0j9gk",97.1,83.4,68.1,64.9,57.7,5.1,0.47,0,0,NA,1008.6,"Clear conditions throughout the day.","Clear",NA,8.2,330.7,17.2,118
"1320","I heard my dogs barking and howling outside. I got my flashlight and opened my door to look out. As I was scanning the woods, my light caught two sets of eye shine. One was approx. seven to eight feet off the ground standing beside a tree. The other was around six feet off the ground standing on the other side of the tree. They were around 15 to 20 feet inside the wood line. It scared the crap out of me, every hair on my body stood on end. This sorta stuff has been going on for the past three years. My dogs start barking every night around 9:30 to 10:00 pm.","Omitted to protect privacy.","Talladega County","Alabama","Summer","Report 45498: Strange occurrences are ongoing at a rural home outside Talladega",33.24084,-85.7894,"7/27/2014",45498,"Class B","djfvpg61fj",95.8,83.5,72.1,71.2,69.3,19.4,0.03,0,0,NA,1015.1,"Clear conditions throughout the day.","Clear",NA,7.6,245.7,11,113
